,iso2,year,sex,age,cases
2494,GR,2007,f,5-14,0
2495,GR,2008,f,5-14,0
2496,GT,2008,f,5-14,22
2497,GU,2008,f,5-14,0
2498,GY,2008,f,5-14,4
2499,HK,2008,f,5-14,8
2500,HN,2008,f,5-14,26
2501,HR,2005,f,5-14,1
2502,HR,2006,f,5-14,1
2503,HR,2008,f,5-14,1
2504,HT,2008,f,5-14,135
2505,HU,2005,f,5-14,1
2506,HU,2006,f,5-14,3
2507,HU,2007,f,5-14,2
2508,HU,2008,f,5-14,0
2509,ID,2008,f,5-14,895
2510,IE,2005,f,5-14,0
2511,IE,2006,f,5-14,0
2512,IE,2007,f,5-14,0
2513,IE,2008,f,5-14,0
2514,IL,2005,f,5-14,0
2515,IL,2006,f,5-14,0
2516,IL,2007,f,5-14,1
2517,IL,2008,f,5-14,1
2518,IQ,2008,f,5-14,53
2519,IR,2008,f,5-14,40
2520,IS,2005,f,5-14,0
2521,IS,2006,f,5-14,0
2522,IS,2007,f,5-14,0
2523,IS,2008,f,5-14,0
2524,IT,2005,f,5-14,3
2525,IT,2006,f,5-14,6
2526,IT,2007,f,5-14,7
2527,IT,2008,f,5-14,7
2528,JM,2008,f,5-14,1
2529,JO,2008,f,5-14,0
2530,JP,2008,f,5-14,1
2531,KE,2008,f,5-14,546
2532,KG,2005,f,5-14,15
2533,KI,2008,f,5-14,4
2534,KM,2008,f,5-14,2
2535,KN,2008,f,5-14,0
2536,KP,2008,f,5-14,472
2537,KR,2008,f,5-14,31
2538,KW,2008,f,5-14,2
2539,KZ,2005,f,5-14,45
2540,KZ,2007,f,5-14,38
2541,KZ,2008,f,5-14,43
2542,LB,2008,f,5-14,2
2543,LC,2008,f,5-14,1
2544,LR,2008,f,5-14,55
2545,LS,2008,f,5-14,23
2546,LT,2005,f,5-14,1
2547,LT,2006,f,5-14,0
2548,LT,2007,f,5-14,0
2549,LT,2008,f,5-14,1
2550,LU,2005,f,5-14,0
2551,LU,2006,f,5-14,0
2552,LU,2007,f,5-14,0
2553,LU,2008,f,5-14,0
2554,LV,2005,f,5-14,0
2555,LV,2006,f,5-14,0
2556,LV,2008,f,5-14,0
2557,LY,2008,f,5-14,6
2558,MA,2008,f,5-14,120
2559,MD,2005,f,5-14,3
2560,MD,2007,f,5-14,2
2561,MD,2008,f,5-14,2
2562,ME,2005,f,5-14,0
2563,ME,2007,f,5-14,0
2564,ME,2008,f,5-14,0
2565,MG,2008,f,5-14,232
2566,MH,2008,f,5-14,2
2567,MK,2005,f,5-14,1
2568,MK,2006,f,5-14,3
2569,MK,2007,f,5-14,4
2570,MK,2008,f,5-14,2
2571,ML,2008,f,5-14,34
2572,MO,2008,f,5-14,2
2573,MP,2008,f,5-14,0
2574,MT,2005,f,5-14,0
2575,MT,2006,f,5-14,0
2576,MT,2007,f,5-14,0
2577,MT,2008,f,5-14,0
2578,MU,2008,f,5-14,0
2579,MX,2008,f,5-14,96
2580,MY,2008,f,5-14,174
2581,NC,2008,f,5-14,0
2582,NL,2005,f,5-14,3
2583,NL,2006,f,5-14,3
2584,NL,2007,f,5-14,1
2585,NL,2008,f,5-14,2
2586,NO,2005,f,5-14,0
2587,NO,2006,f,5-14,1
2588,NO,2008,f,5-14,0
2589,NR,2008,f,5-14,0
2590,NZ,2008,f,5-14,0
2591,OM,2008,f,5-14,1
2592,PE,2008,f,5-14,47
2593,PF,2008,f,5-14,0
2594,PL,2005,f,5-14,3
2595,PL,2006,f,5-14,1
2596,PL,2007,f,5-14,4
2597,PL,2008,f,5-14,3
2598,PR,2008,f,5-14,0
2599,PS,2008,f,5-14,0
2600,PT,2005,f,5-14,4
2601,PT,2006,f,5-14,3
2602,PT,2007,f,5-14,2
2603,PT,2008,f,5-14,3
2604,PY,2008,f,5-14,9
2605,QA,2008,f,5-14,0
2606,RO,2005,f,5-14,47
2607,RO,2006,f,5-14,25
2608,RO,2008,f,5-14,32
2609,RS,2005,f,5-14,6
2610,RS,2006,f,5-14,7
2611,RS,2007,f,5-14,2
2612,RS,2008,f,5-14,3
2613,RU,2008,f,5-14,33
2614,SB,2008,f,5-14,4
2615,SC,2008,f,5-14,0
2616,SD,2008,f,5-14,280
2617,SE,2005,f,5-14,1
2618,SE,2006,f,5-14,1
2619,SE,2007,f,5-14,1
2620,SE,2008,f,5-14,0
2621,SG,2008,f,5-14,0
2622,SI,2005,f,5-14,0
2623,SI,2006,f,5-14,0
2624,SI,2007,f,5-14,0
2625,SI,2008,f,5-14,0
2626,SK,2005,f,5-14,0
2627,SK,2006,f,5-14,0
2628,SK,2007,f,5-14,1
2629,SK,2008,f,5-14,0
2630,SN,2008,f,5-14,78
2631,SV,2008,f,5-14,8
2632,SZ,2008,f,5-14,37
2633,TJ,2005,f,5-14,26
2634,TJ,2008,f,5-14,25
2635,TM,2005,f,5-14,2
2636,TM,2007,f,5-14,6
2637,TO,2008,f,5-14,0
2638,TR,2005,f,5-14,48
2639,TR,2006,f,5-14,52
2640,TR,2007,f,5-14,61
2641,TR,2008,f,5-14,52
2642,TT,2008,f,5-14,0
2643,TV,2008,f,5-14,0
2644,UA,2007,f,5-14,20
2645,UG,2008,f,5-14,382
2646,US,2008,f,5-14,18
2647,UY,2008,f,5-14,4
2648,UZ,2007,f,5-14,24
2649,VE,2008,f,5-14,25
2650,ZA,2008,f,5-14,2062
2651,AD,2005,f,15-24,1
2652,AD,2006,f,15-24,0
2653,AD,2008,f,15-24,0
2654,AE,2008,f,15-24,10
2655,AL,2005,f,15-24,3
2656,AL,2006,f,15-24,12
2657,AL,2007,f,15-24,13
2658,AM,2005,f,15-24,27
2659,AM,2006,f,15-24,28
2660,AM,2007,f,15-24,31
2661,AM,2008,f,15-24,44
2662,AR,2008,f,15-24,536
2663,AT,2005,f,15-24,13
2664,AT,2006,f,15-24,12
2665,AZ,2005,f,15-24,64
2666,AZ,2006,f,15-24,51
2667,BA,2005,f,15-24,35
2668,BA,2006,f,15-24,41
2669,BA,2007,f,15-24,0
2670,BA,2008,f,15-24,26
2671,BB,2008,f,15-24,0
2672,BE,2005,f,15-24,27
2673,BE,2006,f,15-24,25
2674,BE,2008,f,15-24,17
2675,BG,2005,f,15-24,90
2676,BG,2008,f,15-24,57
2677,BH,2008,f,15-24,12
2678,BN,2008,f,15-24,6
2679,BR,2008,f,15-24,2709
2680,BS,2008,f,15-24,1
2681,BW,2008,f,15-24,347
2682,BZ,2008,f,15-24,5
2683,CA,2008,f,15-24,36
2684,CH,2005,f,15-24,6
2685,CH,2006,f,15-24,10
2686,CH,2007,f,15-24,9
2687,CH,2008,f,15-24,3
2688,CM,2008,f,15-24,1506
2689,CY,2005,f,15-24,1
2690,CY,2006,f,15-24,2
2691,CY,2007,f,15-24,1
2692,CY,2008,f,15-24,1
2693,CZ,2005,f,15-24,3
2694,CZ,2006,f,15-24,4
2695,CZ,2007,f,15-24,6
2696,CZ,2008,f,15-24,4
2697,DE,2005,f,15-24,51
2698,DE,2006,f,15-24,66
2699,DE,2007,f,15-24,120
2700,DE,2008,f,15-24,35
2701,DK,2005,f,15-24,11
2702,DK,2006,f,15-24,6
2703,DK,2007,f,15-24,8
2704,DK,2008,f,15-24,5
2705,DM,2008,f,15-24,0
2706,DO,2008,f,15-24,288
2707,EE,2005,f,15-24,6
2708,EE,2006,f,15-24,3
2709,EE,2007,f,15-24,2
2710,EE,2008,f,15-24,2
2711,EG,2008,f,15-24,382
2712,ES,2005,f,15-24,142
2713,ES,2006,f,15-24,122
2714,ES,2007,f,15-24,164
2715,ES,2008,f,15-24,168
2716,FI,2005,f,15-24,3
2717,FI,2006,f,15-24,2
2718,FI,2007,f,15-24,6
2719,FI,2008,f,15-24,4
2720,FM,2008,f,15-24,10
2721,FR,2005,f,15-24,104
2722,FR,2006,f,15-24,112
2723,FR,2007,f,15-24,127
2724,FR,2008,f,15-24,57
2725,GB,2005,f,15-24,115
2726,GB,2006,f,15-24,168
2727,GB,2007,f,15-24,145
2728,GB,2008,f,15-24,134
2729,GE,2006,f,15-24,115
2730,GE,2007,f,15-24,153
2731,GE,2008,f,15-24,396
2732,GM,2008,f,15-24,94
2733,GR,2005,f,15-24,13
2734,GR,2006,f,15-24,13
2735,GR,2007,f,15-24,13
2736,GR,2008,f,15-24,5
2737,GT,2008,f,15-24,199
2738,GU,2008,f,15-24,1
2739,GY,2008,f,15-24,20
2740,HK,2008,f,15-24,65
2741,HN,2008,f,15-24,152
2742,HR,2005,f,15-24,12
2743,HR,2006,f,15-24,16
2744,HR,2008,f,15-24,11
2745,HT,2008,f,15-24,1272
2746,HU,2005,f,15-24,5
2747,HU,2006,f,15-24,17
2748,HU,2007,f,15-24,12
2749,HU,2008,f,15-24,11
2750,ID,2008,f,15-24,13987
2751,IE,2005,f,15-24,9
2752,IE,2006,f,15-24,11
2753,IE,2007,f,15-24,14
2754,IE,2008,f,15-24,12
2755,IL,2005,f,15-24,3
2756,IL,2006,f,15-24,1
2757,IL,2007,f,15-24,4
2758,IL,2008,f,15-24,4
2759,IQ,2008,f,15-24,377
2760,IR,2008,f,15-24,386
2761,IS,2005,f,15-24,0
2762,IS,2006,f,15-24,0
2763,IS,2007,f,15-24,0
2764,IS,2008,f,15-24,0
2765,IT,2005,f,15-24,80
2766,IT,2006,f,15-24,88
2767,IT,2007,f,15-24,74
2768,IT,2008,f,15-24,65
2769,JM,2008,f,15-24,8
2770,JO,2008,f,15-24,20
2771,JP,2008,f,15-24,115
2772,KE,2008,f,15-24,4355
2773,KG,2005,f,15-24,215
2774,KI,2008,f,15-24,33
2775,KM,2008,f,15-24,6
2776,KN,2008,f,15-24,0
2777,KP,2008,f,15-24,1259
2778,KR,2008,f,15-24,483
2779,KW,2008,f,15-24,33
2780,KZ,2005,f,15-24,751
2781,KZ,2007,f,15-24,782
2782,KZ,2008,f,15-24,710
2783,LB,2008,f,15-24,24
2784,LC,2008,f,15-24,0
2785,LR,2008,f,15-24,115
2786,LS,2008,f,15-24,343
2787,LT,2005,f,15-24,25
2788,LT,2006,f,15-24,25
2789,LT,2007,f,15-24,34
2790,LT,2008,f,15-24,20
2791,LU,2005,f,15-24,0
2792,LU,2006,f,15-24,2
2793,LU,2007,f,15-24,0
2794,LU,2008,f,15-24,0
2795,LV,2005,f,15-24,17
2796,LV,2006,f,15-24,17
2797,LV,2008,f,15-24,11
2798,LY,2008,f,15-24,56
2799,MA,2008,f,15-24,1081
2800,MD,2005,f,15-24,97
2801,MD,2007,f,15-24,97
2802,MD,2008,f,15-24,85
2803,ME,2005,f,15-24,0
2804,ME,2007,f,15-24,3
2805,ME,2008,f,15-24,4
2806,MG,2008,f,15-24,1433
2807,MH,2008,f,15-24,3
2808,MK,2005,f,15-24,17
2809,MK,2006,f,15-24,16
2810,MK,2007,f,15-24,11
2811,MK,2008,f,15-24,24
2812,ML,2008,f,15-24,332
2813,MO,2008,f,15-24,7
2814,MP,2008,f,15-24,0
2815,MT,2005,f,15-24,0
2816,MT,2006,f,15-24,0
2817,MT,2007,f,15-24,2
2818,MT,2008,f,15-24,1
2819,MU,2008,f,15-24,2
2820,MX,2008,f,15-24,752
2821,MY,2008,f,15-24,1161
2822,NC,2008,f,15-24,0
2823,NL,2005,f,15-24,14
2824,NL,2006,f,15-24,15
2825,NL,2007,f,15-24,12
2826,NL,2008,f,15-24,13
2827,NO,2005,f,15-24,4
2828,NO,2006,f,15-24,5
2829,NO,2008,f,15-24,1
2830,NR,2008,f,15-24,0
2831,NZ,2008,f,15-24,8
2832,OM,2008,f,15-24,20
2833,PE,2008,f,15-24,2644
2834,PF,2008,f,15-24,1
2835,PL,2005,f,15-24,95
2836,PL,2006,f,15-24,83
2837,PL,2007,f,15-24,65
2838,PL,2008,f,15-24,65
2839,PR,2008,f,15-24,1
2840,PS,2008,f,15-24,2
2841,PT,2005,f,15-24,67
2842,PT,2006,f,15-24,56
2843,PT,2007,f,15-24,49
2844,PT,2008,f,15-24,54
2845,PY,2008,f,15-24,92
2846,QA,2008,f,15-24,4
2847,RO,2005,f,15-24,758
2848,RO,2006,f,15-24,669
2849,RO,2008,f,15-24,557
2850,RS,2005,f,15-24,69
2851,RS,2006,f,15-24,78
2852,RS,2007,f,15-24,38
2853,RS,2008,f,15-24,42
2854,RU,2008,f,15-24,1467
2855,SB,2008,f,15-24,13
2856,SC,2008,f,15-24,0
2857,SD,2008,f,15-24,850
2858,SE,2005,f,15-24,10
2859,SE,2006,f,15-24,12
2860,SE,2007,f,15-24,5
2861,SE,2008,f,15-24,12
2862,SG,2008,f,15-24,9
2863,SI,2005,f,15-24,4
2864,SI,2006,f,15-24,5
2865,SI,2007,f,15-24,1
2866,SI,2008,f,15-24,2
2867,SK,2005,f,15-24,1
2868,SK,2006,f,15-24,6
2869,SK,2007,f,15-24,5
2870,SK,2008,f,15-24,2
2871,SN,2008,f,15-24,816
2872,SV,2008,f,15-24,73
2873,SZ,2008,f,15-24,427
2874,TJ,2005,f,15-24,225
2875,TJ,2008,f,15-24,290
2876,TM,2005,f,15-24,100
2877,TM,2007,f,15-24,129
2878,TO,2008,f,15-24,0
2879,TR,2005,f,15-24,699
2880,TR,2006,f,15-24,769
2881,TR,2007,f,15-24,708
2882,TR,2008,f,15-24,653
2883,TT,2008,f,15-24,11
2884,TV,2008,f,15-24,1
2885,UA,2007,f,15-24,982
2886,UG,2008,f,15-24,2006
2887,US,2008,f,15-24,220
2888,UY,2008,f,15-24,26
2889,UZ,2007,f,15-24,485
2890,VE,2008,f,15-24,309
2891,ZA,2008,f,15-24,14010
2892,AD,2005,f,25-34,1
2893,AD,2006,f,25-34,1
2894,AD,2008,f,25-34,0
2895,AE,2008,f,25-34,4
2896,AL,2005,f,25-34,9
2897,AL,2006,f,25-34,8
2898,AL,2007,f,25-34,9
2899,AM,2005,f,25-34,21
2900,AM,2006,f,25-34,29
2901,AM,2007,f,25-34,22
2902,AM,2008,f,25-34,25
2903,AR,2008,f,25-34,506
2904,AT,2005,f,25-34,11
2905,AT,2006,f,25-34,12
2906,AZ,2005,f,25-34,98
2907,AZ,2006,f,25-34,66
2908,BA,2005,f,25-34,39
2909,BA,2006,f,25-34,50
2910,BA,2007,f,25-34,0
2911,BA,2008,f,25-34,26
2912,BB,2008,f,25-34,0
2913,BE,2005,f,25-34,31
2914,BE,2006,f,25-34,25
2915,BE,2008,f,25-34,40
2916,BG,2005,f,25-34,111
2917,BG,2008,f,25-34,78
2918,BH,2008,f,25-34,16
2919,BN,2008,f,25-34,11
2920,BR,2008,f,25-34,3233
2921,BS,2008,f,25-34,4
2922,BW,2008,f,25-34,474
2923,BZ,2008,f,25-34,0
2924,CA,2008,f,25-34,39
2925,CH,2005,f,25-34,11
2926,CH,2006,f,25-34,16
2927,CH,2007,f,25-34,17
2928,CH,2008,f,25-34,13
2929,CM,2008,f,25-34,2041
2930,CY,2005,f,25-34,0
2931,CY,2006,f,25-34,3
2932,CY,2007,f,25-34,3
2933,CY,2008,f,25-34,2
2934,CZ,2005,f,25-34,14
2935,CZ,2006,f,25-34,12
2936,CZ,2007,f,25-34,8
2937,CZ,2008,f,25-34,14
2938,DE,2005,f,25-34,104
2939,DE,2006,f,25-34,109
2940,DE,2007,f,25-34,176
2941,DE,2008,f,25-34,68
2942,DK,2005,f,25-34,5
2943,DK,2006,f,25-34,12
2944,DK,2007,f,25-34,12
2945,DK,2008,f,25-34,7
2946,DM,2008,f,25-34,0
2947,DO,2008,f,25-34,272
2948,EE,2005,f,25-34,11
2949,EE,2006,f,25-34,9
2950,EE,2007,f,25-34,5
2951,EE,2008,f,25-34,7
2952,EG,2008,f,25-34,412
2953,ES,2005,f,25-34,252
2954,ES,2006,f,25-34,264
2955,ES,2007,f,25-34,291
2956,ES,2008,f,25-34,294
2957,FI,2005,f,25-34,4
2958,FI,2006,f,25-34,4
2959,FI,2007,f,25-34,4
2960,FI,2008,f,25-34,3
2961,FM,2008,f,25-34,2
2962,FR,2005,f,25-34,134
2963,FR,2006,f,25-34,158
2964,FR,2007,f,25-34,167
2965,FR,2008,f,25-34,96
2966,GB,2005,f,25-34,163
2967,GB,2006,f,25-34,192
2968,GB,2007,f,25-34,222
2969,GB,2008,f,25-34,181
2970,GE,2006,f,25-34,110
2971,GE,2007,f,25-34,140
2972,GE,2008,f,25-34,374
2973,GM,2008,f,25-34,133
2974,GR,2005,f,25-34,18
2975,GR,2006,f,25-34,12
2976,GR,2007,f,25-34,19
2977,GR,2008,f,25-34,9
2978,GT,2008,f,25-34,189
2979,GU,2008,f,25-34,2
2980,GY,2008,f,25-34,23
2981,HK,2008,f,25-34,84
2982,HN,2008,f,25-34,170
2983,HR,2005,f,25-34,18
2984,HR,2006,f,25-34,26
2985,HR,2008,f,25-34,16
2986,HT,2008,f,25-34,1204
2987,HU,2005,f,25-34,13
2988,HU,2006,f,25-34,16
2989,HU,2007,f,25-34,22
2990,HU,2008,f,25-34,13
2991,ID,2008,f,25-34,16292
2992,IE,2005,f,25-34,10
2993,IE,2006,f,25-34,20
2994,IE,2007,f,25-34,28
2995,IE,2008,f,25-34,16
2996,IL,2005,f,25-34,9
2997,IL,2006,f,25-34,5
2998,IL,2007,f,25-34,17
2999,IL,2008,f,25-34,11
3000,IQ,2008,f,25-34,281
3001,IR,2008,f,25-34,254
3002,IS,2005,f,25-34,0
3003,IS,2006,f,25-34,2
3004,IS,2007,f,25-34,0
3005,IS,2008,f,25-34,0
3006,IT,2005,f,25-34,145
3007,IT,2006,f,25-34,165
3008,IT,2007,f,25-34,94
3009,IT,2008,f,25-34,106
3010,JM,2008,f,25-34,3
3011,JO,2008,f,25-34,15
3012,JP,2008,f,25-34,293
3013,KE,2008,f,25-34,5475
3014,KG,2005,f,25-34,236
3015,KI,2008,f,25-34,9
3016,KM,2008,f,25-34,11
3017,KN,2008,f,25-34,1
3018,KP,2008,f,25-34,1792
3019,KR,2008,f,25-34,722
3020,KW,2008,f,25-34,47
3021,KZ,2005,f,25-34,767
3022,KZ,2007,f,25-34,605
3023,KZ,2008,f,25-34,659
3024,LB,2008,f,25-34,32
3025,LC,2008,f,25-34,1
3026,LR,2008,f,25-34,237
3027,LS,2008,f,25-34,700
3028,LT,2005,f,25-34,41
3029,LT,2006,f,25-34,48
3030,LT,2007,f,25-34,41
3031,LT,2008,f,25-34,51
3032,LU,2005,f,25-34,2
3033,LU,2006,f,25-34,3
3034,LU,2007,f,25-34,0
3035,LU,2008,f,25-34,0
3036,LV,2005,f,25-34,31
3037,LV,2006,f,25-34,27
3038,LV,2008,f,25-34,23
3039,LY,2008,f,25-34,35
3040,MA,2008,f,25-34,803
3041,MD,2005,f,25-34,92
3042,MD,2007,f,25-34,85
3043,MD,2008,f,25-34,81
3044,ME,2005,f,25-34,7
3045,ME,2007,f,25-34,3
3046,ME,2008,f,25-34,5
3047,MG,2008,f,25-34,1846
3048,MH,2008,f,25-34,2
3049,MK,2005,f,25-34,13
3050,MK,2006,f,25-34,9
3051,MK,2007,f,25-34,12
3052,MK,2008,f,25-34,15
3053,ML,2008,f,25-34,516
3054,MO,2008,f,25-34,6
3055,MP,2008,f,25-34,0
3056,MT,2005,f,25-34,0
3057,MT,2006,f,25-34,0
3058,MT,2007,f,25-34,0
3059,MT,2008,f,25-34,1
3060,MU,2008,f,25-34,3
3061,MX,2008,f,25-34,826
3062,MY,2008,f,25-34,1283
3063,NC,2008,f,25-34,1
3064,NL,2005,f,25-34,19
3065,NL,2006,f,25-34,17
3066,NL,2007,f,25-34,22
3067,NL,2008,f,25-34,19
3068,NO,2005,f,25-34,7
3069,NO,2006,f,25-34,5
3070,NO,2008,f,25-34,6
3071,NR,2008,f,25-34,0
3072,NZ,2008,f,25-34,13
3073,OM,2008,f,25-34,10
3074,PE,2008,f,25-34,1599
3075,PF,2008,f,25-34,1
3076,PL,2005,f,25-34,142
3077,PL,2006,f,25-34,142
3078,PL,2007,f,25-34,149
3079,PL,2008,f,25-34,106
3080,PR,2008,f,25-34,4
3081,PS,2008,f,25-34,0
3082,PT,2005,f,25-34,109
3083,PT,2006,f,25-34,107
3084,PT,2007,f,25-34,95
3085,PT,2008,f,25-34,86
3086,PY,2008,f,25-34,87
3087,QA,2008,f,25-34,14
3088,RO,2005,f,25-34,780
3089,RO,2006,f,25-34,763
3090,RO,2008,f,25-34,567
3091,RS,2005,f,25-34,76
3092,RS,2006,f,25-34,74
3093,RS,2007,f,25-34,52
3094,RS,2008,f,25-34,46
3095,RU,2008,f,25-34,2569
3096,SB,2008,f,25-34,23
3097,SC,2008,f,25-34,0
3098,SD,2008,f,25-34,962
3099,SE,2005,f,25-34,15
3100,SE,2006,f,25-34,14
3101,SE,2007,f,25-34,11
3102,SE,2008,f,25-34,13
3103,SG,2008,f,25-34,16
3104,SI,2005,f,25-34,4
3105,SI,2006,f,25-34,7
3106,SI,2007,f,25-34,5
3107,SI,2008,f,25-34,7
3108,SK,2005,f,25-34,8
3109,SK,2006,f,25-34,6
3110,SK,2007,f,25-34,3
3111,SK,2008,f,25-34,4
3112,SN,2008,f,25-34,659
3113,SV,2008,f,25-34,71
3114,SZ,2008,f,25-34,663
3115,TJ,2005,f,25-34,185
3116,TJ,2008,f,25-34,211
3117,TM,2005,f,25-34,101
3118,TM,2007,f,25-34,132
3119,TO,2008,f,25-34,0
3120,TR,2005,f,25-34,474
3121,TR,2006,f,25-34,507
3122,TR,2007,f,25-34,531
3123,TR,2008,f,25-34,485
3124,TT,2008,f,25-34,12
3125,TV,2008,f,25-34,2
3126,UA,2007,f,25-34,1661
3127,UG,2008,f,25-34,2985
3128,US,2008,f,25-34,329
3129,UY,2008,f,25-34,35
3130,UZ,2007,f,25-34,507
3131,VE,2008,f,25-34,272
3132,ZA,2008,f,25-34,21579
3133,AD,2005,f,35-44,1
3134,AD,2006,f,35-44,0
3135,AD,2008,f,35-44,1
3136,AE,2008,f,35-44,1
3137,AL,2005,f,35-44,5
3138,AL,2006,f,35-44,7
3139,AL,2007,f,35-44,7
3140,AM,2005,f,35-44,10
3141,AM,2006,f,35-44,16
3142,AM,2007,f,35-44,11
3143,AM,2008,f,35-44,10
3144,AR,2008,f,35-44,252
3145,AT,2005,f,35-44,8
3146,AT,2006,f,35-44,16
3147,AZ,2005,f,35-44,47
3148,AZ,2006,f,35-44,66
3149,BA,2005,f,35-44,33
3150,BA,2006,f,35-44,24
3151,BA,2007,f,35-44,0
3152,BA,2008,f,35-44,20
3153,BB,2008,f,35-44,0
3154,BE,2005,f,35-44,15
3155,BE,2006,f,35-44,18
3156,BE,2008,f,35-44,22
3157,BG,2005,f,35-44,59
3158,BG,2008,f,35-44,54
3159,BH,2008,f,35-44,8
3160,BN,2008,f,35-44,8
3161,BR,2008,f,35-44,2266
3162,BS,2008,f,35-44,4
3163,BW,2008,f,35-44,226
3164,BZ,2008,f,35-44,6
3165,CA,2008,f,35-44,39
3166,CH,2005,f,35-44,8
3167,CH,2006,f,35-44,11
3168,CH,2007,f,35-44,3
3169,CH,2008,f,35-44,6
3170,CM,2008,f,35-44,1027
3171,CY,2005,f,35-44,0
3172,CY,2006,f,35-44,0
3173,CY,2007,f,35-44,1
3174,CY,2008,f,35-44,1
3175,CZ,2005,f,35-44,16
3176,CZ,2006,f,35-44,12
3177,CZ,2007,f,35-44,5
3178,CZ,2008,f,35-44,8
3179,DE,2005,f,35-44,73
3180,DE,2006,f,35-44,77
3181,DE,2007,f,35-44,152
3182,DE,2008,f,35-44,61
3183,DK,2005,f,35-44,13
3184,DK,2006,f,35-44,9
3185,DK,2007,f,35-44,8
3186,DK,2008,f,35-44,5
3187,DM,2008,f,35-44,0
3188,DO,2008,f,35-44,163
3189,EE,2005,f,35-44,8
3190,EE,2006,f,35-44,10
3191,EE,2007,f,35-44,5
3192,EE,2008,f,35-44,6
3193,EG,2008,f,35-44,308
3194,ES,2005,f,35-44,151
3195,ES,2006,f,35-44,137
3196,ES,2007,f,35-44,136
3197,ES,2008,f,35-44,173
3198,FI,2005,f,35-44,1
3199,FI,2006,f,35-44,3
3200,FI,2007,f,35-44,2
3201,FI,2008,f,35-44,2
3202,FM,2008,f,35-44,5
3203,FR,2005,f,35-44,82
3204,FR,2006,f,35-44,91
3205,FR,2007,f,35-44,91
3206,FR,2008,f,35-44,71
3207,GB,2005,f,35-44,80
3208,GB,2006,f,35-44,112
3209,GB,2007,f,35-44,91
3210,GB,2008,f,35-44,90
3211,GE,2006,f,35-44,71
3212,GE,2007,f,35-44,67
3213,GE,2008,f,35-44,252
3214,GM,2008,f,35-44,90
3215,GR,2005,f,35-44,8
3216,GR,2006,f,35-44,8
3217,GR,2007,f,35-44,11
3218,GR,2008,f,35-44,2
3219,GT,2008,f,35-44,162
3220,GU,2008,f,35-44,0
3221,GY,2008,f,35-44,13
3222,HK,2008,f,35-44,65
3223,HN,2008,f,35-44,114
3224,HR,2005,f,35-44,15
3225,HR,2006,f,35-44,16
3226,HR,2008,f,35-44,13
3227,HT,2008,f,35-44,677
3228,HU,2005,f,35-44,11
3229,HU,2006,f,35-44,19
3230,HU,2007,f,35-44,18
3231,HU,2008,f,35-44,15
3232,ID,2008,f,35-44,13513
3233,IE,2005,f,35-44,3
3234,IE,2006,f,35-44,8
3235,IE,2007,f,35-44,22
3236,IE,2008,f,35-44,8
3237,IL,2005,f,35-44,8
3238,IL,2006,f,35-44,4
3239,IL,2007,f,35-44,5
3240,IL,2008,f,35-44,14
3241,IQ,2008,f,35-44,125
3242,IR,2008,f,35-44,137
3243,IS,2005,f,35-44,0
3244,IS,2006,f,35-44,0
3245,IS,2007,f,35-44,2
3246,IS,2008,f,35-44,0
3247,IT,2005,f,35-44,56
3248,IT,2006,f,35-44,82
3249,IT,2007,f,35-44,58
3250,IT,2008,f,35-44,56
3251,JM,2008,f,35-44,3
3252,JO,2008,f,35-44,6
3253,JP,2008,f,35-44,230
3254,KE,2008,f,35-44,2431
3255,KG,2005,f,35-44,141
3256,KI,2008,f,35-44,12
3257,KM,2008,f,35-44,1
3258,KN,2008,f,35-44,0
3259,KP,2008,f,35-44,2428
3260,KR,2008,f,35-44,483
3261,KW,2008,f,35-44,27
3262,KZ,2005,f,35-44,436
3263,KZ,2007,f,35-44,367
3264,KZ,2008,f,35-44,320
3265,LB,2008,f,35-44,15
3266,LC,2008,f,35-44,3
3267,LR,2008,f,35-44,367
3268,LS,2008,f,35-44,358
3269,LT,2005,f,35-44,57
3270,LT,2006,f,35-44,56
3271,LT,2007,f,35-44,48
3272,LT,2008,f,35-44,46
3273,LU,2005,f,35-44,1
3274,LU,2006,f,35-44,2
3275,LU,2007,f,35-44,0
3276,LU,2008,f,35-44,0
3277,LV,2005,f,35-44,31
3278,LV,2006,f,35-44,33
3279,LV,2008,f,35-44,26
3280,LY,2008,f,35-44,22
3281,MA,2008,f,35-44,479
3282,MD,2005,f,35-44,57
3283,MD,2007,f,35-44,57
3284,MD,2008,f,35-44,57
3285,ME,2005,f,35-44,3
3286,ME,2007,f,35-44,4
3287,ME,2008,f,35-44,5
3288,MG,2008,f,35-44,1352
3289,MH,2008,f,35-44,4
3290,MK,2005,f,35-44,10
3291,MK,2006,f,35-44,9
3292,MK,2007,f,35-44,9
3293,MK,2008,f,35-44,14
3294,ML,2008,f,35-44,320
3295,MO,2008,f,35-44,5
3296,MP,2008,f,35-44,2
3297,MT,2005,f,35-44,0
3298,MT,2006,f,35-44,0
3299,MT,2007,f,35-44,0
3300,MT,2008,f,35-44,0
3301,MU,2008,f,35-44,2
3302,MX,2008,f,35-44,710
3303,MY,2008,f,35-44,906
3304,NC,2008,f,35-44,0
3305,NL,2005,f,35-44,11
3306,NL,2006,f,35-44,12
3307,NL,2007,f,35-44,17
3308,NL,2008,f,35-44,14
3309,NO,2005,f,35-44,2
3310,NO,2006,f,35-44,2
